"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Afghanistan","Electricity - total thermal production","2018","Kilowatt-hours, million","199.93",""
"Afghanistan","Electricity production from hard coal","2018","Kilowatt-hours, million","118.93","1"
"Afghanistan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","78","1"
"Afghanistan","Electricity production from fuel oil","2018","Kilowatt-hours, million","3","1"
"Algeria","Electricity - total thermal production","2018","Kilowatt-hours, million","75880",""
"Algeria","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","986","1"
"Algeria","Electricity production from natural gas","2018","Kilowatt-hours, million","74894","1"
"American Samoa","Electricity - total thermal production","2018","Kilowatt-hours, million","163.2","1"
"American Samoa","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","163.2","1"
"Andorra","Electricity - total thermal production","2018","Kilowatt-hours, million","20.35",""
"Andorra","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","10.25","1"
"Andorra","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","10.26","1"
"Angola","Electricity - total thermal production","2018","Kilowatt-hours, million","3001",""
"Angola","Electricity production from bagasse","2018","Kilowatt-hours, million","200",""
"Angola","Electricity production from other oil products","2018","Kilowatt-hours, million","2801",""
"Angola","Electricity production from solid biofuels","2018","Kilowatt-hours, million","200",""
"Anguilla","Electricity - total thermal production","2018","Kilowatt-hours, million","86.7",""
"Anguilla","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","86.7",""
"Antigua and Barbuda","Electricity - total thermal production","2018","Kilowatt-hours, million","348.985",""
"Antigua and Barbuda","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","239.42","1"
"Antigua and Barbuda","Electricity production from fuel oil","2018","Kilowatt-hours, million","109.565","1"
"Argentina","Electricity - total thermal production","2018","Kilowatt-hours, million","102820",""
"Argentina","Electricity production from bagasse","2018","Kilowatt-hours, million","200","1"
"Argentina","Electricity production from hard coal","2018","Kilowatt-hours, million","2357","1"
"Argentina","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","4165","1"
"Argentina","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","0",""
"Argentina","Electricity production from manufactured gases","2018","Kilowatt-hours, million","340",""
"Argentina","Electricity production from natural gas","2018","Kilowatt-hours, million","90162","1"
"Argentina","Electricity production from other oil products","2018","Kilowatt-hours, million","240","1"
"Argentina","Electricity production from fuel oil","2018","Kilowatt-hours, million","3398","1"
"Argentina","Electricity production from solid biofuels","2018","Kilowatt-hours, million","2158","1"
"Armenia","Electricity - total thermal production","2018","Kilowatt-hours, million","3375.598",""
"Armenia","Electricity production from natural gas","2018","Kilowatt-hours, million","3375.598",""
"Aruba","Electricity - total thermal production","2018","Kilowatt-hours, million","807.9","1"
"Aruba","Electricity production from other oil products","2018","Kilowatt-hours, million","807.9","1"
"Australia","Electricity - total thermal production","2018","Kilowatt-hours, million","219884",""
"Australia","Electricity production from biogases","2018","Kilowatt-hours, million","1254",""
"Australia","Electricity production from hard coal","2018","Kilowatt-hours, million","71284",""
"Australia","Electricity production from solid coal products","2018","Kilowatt-hours, million","0",""
"Australia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","4448",""
"Australia","Electricity production from brown coal","2018","Kilowatt-hours, million","86427",""
"Australia","Electricity production from natural gas","2018","Kilowatt-hours, million","53817",""
"Australia","Electricity production from other oil products","2018","Kilowatt-hours, million","224",""
"Australia","Electricity production from fuel oil","2018","Kilowatt-hours, million","166",""
"Australia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","2264",""
"Austria","Electricity - total thermal production","2018","Kilowatt-hours, million","19900",""
"Austria","Electricity production from biogases","2018","Kilowatt-hours, million","628",""
"Austria","Electricity production from hard coal","2018","Kilowatt-hours, million","1805",""
"Austria","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","3",""
"Austria","Electricity production from manufactured gases","2018","Kilowatt-hours, million","1815",""
"Austria","Electricity production from natural gas","2018","Kilowatt-hours, million","9918",""
"Austria","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","716",""
"Austria","Electricity production from other oil products","2018","Kilowatt-hours, million","375",""
"Austria","Electricity production from fuel oil","2018","Kilowatt-hours, million","338",""
"Austria","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","336",""
"Austria","Electricity production from solid biofuels","2018","Kilowatt-hours, million","3966",""
"Azerbaijan","Electricity - total thermal production","2018","Kilowatt-hours, million","23339.2",""
"Azerbaijan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","48.9",""
"Azerbaijan","Electricity production from natural gas","2018","Kilowatt-hours, million","23128.1",""
"Azerbaijan","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","81.1",""
"Azerbaijan","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","81.1",""
"Bahamas","Electricity - total thermal production","2018","Kilowatt-hours, million","2280","1"
"Bahamas","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2280",""
"Bahrain","Electricity - total thermal production","2018","Kilowatt-hours, million","29507",""
"Bahrain","Electricity production from natural gas","2018","Kilowatt-hours, million","29507",""
"Bahrain","Electricity production from fuel oil","2018","Kilowatt-hours, million","0",""
"Bangladesh","Electricity - total thermal production","2018","Kilowatt-hours, million","77228.9",""
"Bangladesh","Electricity production from hard coal","2018","Kilowatt-hours, million","1500",""
"Bangladesh","Electricity production from natural gas","2018","Kilowatt-hours, million","59436.7",""
"Bangladesh","Electricity production from other oil products","2018","Kilowatt-hours, million","16292.2",""
"Barbados","Electricity - total thermal production","2018","Kilowatt-hours, million","1011.35",""
"Barbados","Electricity production from bagasse","2018","Kilowatt-hours, million","2.77777777777778","1"
"Barbados","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","22.2222222222222","1"
"Barbados","Electricity production from natural gas","2018","Kilowatt-hours, million","27.7777777777778","1"
"Barbados","Electricity production from other oil products","2018","Kilowatt-hours, million","0","1"
"Barbados","Electricity production from fuel oil","2018","Kilowatt-hours, million","958.572222222222","1"
"Barbados","Electricity production from solid biofuels","2018","Kilowatt-hours, million","2.77777777777778","1"
"Belarus","Electricity - total thermal production","2018","Kilowatt-hours, million","38386",""
"Belarus","Electricity production from biogases","2018","Kilowatt-hours, million","43",""
"Belarus","Electricity production from natural gas","2018","Kilowatt-hours, million","37890",""
"Belarus","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","32",""
"Belarus","Electricity production from other oil products","2018","Kilowatt-hours, million","93",""
"Belarus","Electricity production from peat","2018","Kilowatt-hours, million","26",""
"Belarus","Electricity production from fuel oil","2018","Kilowatt-hours, million","171",""
"Belarus","Electricity production from solid biofuels","2018","Kilowatt-hours, million","131",""
"Belgium","Electricity - total thermal production","2018","Kilowatt-hours, million","33315",""
"Belgium","Electricity production from biogases","2018","Kilowatt-hours, million","945",""
"Belgium","Electricity production from hard coal","2018","Kilowatt-hours, million","91",""
"Belgium","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","16",""
"Belgium","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","75",""
"Belgium","Electricity production from manufactured gases","2018","Kilowatt-hours, million","2254",""
"Belgium","Electricity production from natural gas","2018","Kilowatt-hours, million","23982",""
"Belgium","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","1357",""
"Belgium","Electricity production from other oil products","2018","Kilowatt-hours, million","145",""
"Belgium","Electricity production from fuel oil","2018","Kilowatt-hours, million","1",""
"Belgium","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","968",""
"Belgium","Electricity production from solid biofuels","2018","Kilowatt-hours, million","3484",""
"Belize","Electricity - total thermal production","2018","Kilowatt-hours, million","401.439852777778","1"
"Belize","Electricity production from bagasse","2018","Kilowatt-hours, million","338.13208","1"
"Belize","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","7.05518","1"
"Belize","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","14.11036","1"
"Belize","Electricity production from natural gas","2018","Kilowatt-hours, million","4.04425","1"
"Belize","Electricity production from fuel oil","2018","Kilowatt-hours, million","38.09798","1"
"Belize","Electricity production from solid biofuels","2018","Kilowatt-hours, million","338.13208","1"
"Benin","Electricity - total thermal production","2018","Kilowatt-hours, million","197",""
"Benin","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","45",""
"Benin","Electricity production from natural gas","2018","Kilowatt-hours, million","63",""
"Benin","Electricity production from fuel oil","2018","Kilowatt-hours, million","89",""
"Bermuda","Electricity - total thermal production","2018","Kilowatt-hours, million","642.4",""
"Bermuda","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","101.111111111111","1"
"Bermuda","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","6",""
"Bermuda","Electricity production from fuel oil","2018","Kilowatt-hours, million","527.288888888889","1"
"Bermuda","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","6",""
"Bhutan","Electricity - total thermal production","2018","Kilowatt-hours, million","0.04",""
"Bhutan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","0.04",""
"Bolivia (Plur. State of)","Electricity - total thermal production","2018","Kilowatt-hours, million","7084",""
"Bolivia (Plur. State of)","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","94",""
"Bolivia (Plur. State of)","Electricity production from natural gas","2018","Kilowatt-hours, million","6794",""
"Bolivia (Plur. State of)","Electricity production from solid biofuels","2018","Kilowatt-hours, million","196",""
"Bonaire, St Eustatius, Saba","Electricity - total thermal production","2018","Kilowatt-hours, million","95","1"
"Bonaire, St Eustatius, Saba","Electricity production from fuel oil","2018","Kilowatt-hours, million","95","1"
"Bosnia and Herzegovina","Electricity - total thermal production","2018","Kilowatt-hours, million","12517",""
"Bosnia and Herzegovina","Electricity production from biogases","2018","Kilowatt-hours, million","7",""
"Bosnia and Herzegovina","Electricity production from brown coal","2018","Kilowatt-hours, million","12437",""
"Bosnia and Herzegovina","Electricity production from natural gas","2018","Kilowatt-hours, million","25",""
"Bosnia and Herzegovina","Electricity production from fuel oil","2018","Kilowatt-hours, million","47",""
"Bosnia and Herzegovina","Electricity production from solid biofuels","2018","Kilowatt-hours, million","1",""
"Botswana","Electricity - total thermal production","2018","Kilowatt-hours, million","3099.841",""
"Botswana","Electricity production from hard coal","2018","Kilowatt-hours, million","3092","1"
"Botswana","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","8",""
"Brazil","Electricity - total thermal production","2018","Kilowatt-hours, million","144815",""
"Brazil","Electricity production from biogases","2018","Kilowatt-hours, million","871",""
"Brazil","Electricity production from bagasse","2018","Kilowatt-hours, million","35435",""
"Brazil","Electricity production from hard coal","2018","Kilowatt-hours, million","14204",""
"Brazil","Electricity production from solid coal products","2018","Kilowatt-hours, million","39",""
"Brazil","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","4514",""
"Brazil","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","391",""
"Brazil","Electricity production from manufactured gases","2018","Kilowatt-hours, million","1520",""
"Brazil","Electricity production from natural gas","2018","Kilowatt-hours, million","54622",""
"Brazil","Electricity production from other oil products","2018","Kilowatt-hours, million","10754",""
"Brazil","Electricity production from fuel oil","2018","Kilowatt-hours, million","4779",""
"Brazil","Electricity production from solid biofuels","2018","Kilowatt-hours, million","53121",""
"British Virgin Islands","Electricity - total thermal production","2018","Kilowatt-hours, million","145","1"
"British Virgin Islands","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","145","1"
"Brunei Darussalam","Electricity - total thermal production","2018","Kilowatt-hours, million","4292",""
"Brunei Darussalam","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","46.875",""
"Brunei Darussalam","Electricity production from natural gas","2018","Kilowatt-hours, million","4245",""
"Bulgaria","Electricity - total thermal production","2018","Kilowatt-hours, million","22606",""
"Bulgaria","Electricity production from biogases","2018","Kilowatt-hours, million","212",""
"Bulgaria","Electricity production from hard coal","2018","Kilowatt-hours, million","414",""
"Bulgaria","Electricity production from solid coal products","2018","Kilowatt-hours, million","591",""
"Bulgaria","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","7",""
"Bulgaria","Electricity production from brown coal","2018","Kilowatt-hours, million","17655",""
"Bulgaria","Electricity production from natural gas","2018","Kilowatt-hours, million","2017",""
"Bulgaria","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","100",""
"Bulgaria","Electricity production from other oil products","2018","Kilowatt-hours, million","285",""
"Bulgaria","Electricity production from fuel oil","2018","Kilowatt-hours, million","46",""
"Bulgaria","Electricity production from solid biofuels","2018","Kilowatt-hours, million","1280",""
"Burkina Faso","Electricity - total thermal production","2018","Kilowatt-hours, million","875.3",""
"Burkina Faso","Electricity production from biogases","2018","Kilowatt-hours, million","2","1"
"Burkina Faso","Electricity production from other oil products","2018","Kilowatt-hours, million","873.3",""
"Burundi","Electricity - total thermal production","2018","Kilowatt-hours, million","105.09",""
"Burundi","Electricity production from bagasse","2018","Kilowatt-hours, million","6","1"
"Burundi","Electricity production from fuel oil","2018","Kilowatt-hours, million","99.09","1"
"Burundi","Electricity production from solid biofuels","2018","Kilowatt-hours, million","6","1"
"Cabo Verde","Electricity - total thermal production","2018","Kilowatt-hours, million","393.68","1"
"Cabo Verde","Electricity production from other oil products","2018","Kilowatt-hours, million","393.68",""
"Cambodia","Electricity - total thermal production","2018","Kilowatt-hours, million","3420",""
"Cambodia","Electricity production from brown coal","2018","Kilowatt-hours, million","3057",""
"Cambodia","Electricity production from other oil products","2018","Kilowatt-hours, million","299",""
"Cambodia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","64",""
"Cameroon","Electricity - total thermal production","2018","Kilowatt-hours, million","3584",""
"Cameroon","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","910",""
"Cameroon","Electricity production from natural gas","2018","Kilowatt-hours, million","2341",""
"Cameroon","Electricity production from fuel oil","2018","Kilowatt-hours, million","293",""
"Cameroon","Electricity production from solid biofuels","2018","Kilowatt-hours, million","40",""
"Canada","Electricity - total thermal production","2018","Kilowatt-hours, million","130508",""
"Canada","Electricity production from biogases","2018","Kilowatt-hours, million","972",""
"Canada","Electricity production from hard coal","2018","Kilowatt-hours, million","5643",""
"Canada","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1609",""
"Canada","Electricity production from brown coal","2018","Kilowatt-hours, million","44683",""
"Canada","Electricity production from manufactured gases","2018","Kilowatt-hours, million","204",""
"Canada","Electricity production from natural gas","2018","Kilowatt-hours, million","63114",""
"Canada","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","93",""
"Canada","Electricity production from other oil products","2018","Kilowatt-hours, million","3242",""
"Canada","Electricity production from fuel oil","2018","Kilowatt-hours, million","1259",""
"Canada","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","172",""
"Canada","Electricity production from solid biofuels","2018","Kilowatt-hours, million","9517",""
"Cayman Islands","Electricity - total thermal production","2018","Kilowatt-hours, million","657.72",""
"Cayman Islands","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","657.72",""
"Central African Rep.","Electricity - total thermal production","2018","Kilowatt-hours, million","1","1"
"Central African Rep.","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1","1"
"Chad","Electricity - total thermal production","2018","Kilowatt-hours, million","234","1"
"Chad","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","234","1"
"Chile","Electricity - total thermal production","2018","Kilowatt-hours, million","49927",""
"Chile","Electricity production from biogases","2018","Kilowatt-hours, million","68",""
"Chile","Electricity production from hard coal","2018","Kilowatt-hours, million","29867",""
"Chile","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","757",""
"Chile","Electricity production from natural gas","2018","Kilowatt-hours, million","13084",""
"Chile","Electricity production from other oil products","2018","Kilowatt-hours, million","453",""
"Chile","Electricity production from fuel oil","2018","Kilowatt-hours, million","77",""
"Chile","Electricity production from solid biofuels","2018","Kilowatt-hours, million","5621",""
"China","Electricity - total thermal production","2018","Kilowatt-hours, million","5096318",""
"China","Electricity production from hard coal","2018","Kilowatt-hours, million","4728523",""
"China","Electricity production from solid coal products","2018","Kilowatt-hours, million","0",""
"China","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","629.166666666667",""
"China","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1101.66666666667",""
"China","Electricity production from manufactured gases","2018","Kilowatt-hours, million","97126.6666666667",""
"China","Electricity production from natural gas","2018","Kilowatt-hours, million","222726.111111",""
"China","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","15337.7777777778",""
"China","Electricity production from other oil products","2018","Kilowatt-hours, million","6784.166667",""
"China","Electricity production from fuel oil","2018","Kilowatt-hours, million","710.833333333333",""
"China","Electricity production from solid biofuels","2018","Kilowatt-hours, million","23378.6111111111",""
"China, Hong Kong SAR","Electricity - total thermal production","2018","Kilowatt-hours, million","36565",""
"China, Hong Kong SAR","Electricity production from hard coal","2018","Kilowatt-hours, million","21988.0555555556",""
"China, Hong Kong SAR","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","441.944444444444",""
"China, Hong Kong SAR","Electricity production from natural gas","2018","Kilowatt-hours, million","14135",""
"China, Macao SAR","Electricity - total thermal production","2018","Kilowatt-hours, million","656",""
"China, Macao SAR","Electricity production from natural gas","2018","Kilowatt-hours, million","233.777778",""
"China, Macao SAR","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","147.222222",""
"China, Macao SAR","Electricity production from fuel oil","2018","Kilowatt-hours, million","127.777777777778",""
"China, Macao SAR","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","147.222222",""
"Colombia","Electricity - total thermal production","2018","Kilowatt-hours, million","19967",""
"Colombia","Electricity production from biogases","2018","Kilowatt-hours, million","4",""
"Colombia","Electricity production from hard coal","2018","Kilowatt-hours, million","4516",""
"Colombia","Electricity production from manufactured gases","2018","Kilowatt-hours, million","29",""
"Colombia","Electricity production from natural gas","2018","Kilowatt-hours, million","11623",""
"Colombia","Electricity production from other oil products","2018","Kilowatt-hours, million","2341",""
"Colombia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","1454",""
"Comoros","Electricity - total thermal production","2018","Kilowatt-hours, million","98.4","1"
"Comoros","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","98.4",""
"Congo","Electricity - total thermal production","2018","Kilowatt-hours, million","2269",""
"Congo","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","88",""
"Congo","Electricity production from natural gas","2018","Kilowatt-hours, million","2155",""
"Congo","Electricity production from fuel oil","2018","Kilowatt-hours, million","26",""
"Cook Islands","Electricity - total thermal production","2018","Kilowatt-hours, million","30.9",""
"Cook Islands","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","30.9",""
"Costa Rica","Electricity - total thermal production","2018","Kilowatt-hours, million","332.2146",""
"Costa Rica","Electricity production from other oil products","2018","Kilowatt-hours, million","158.551",""
"Costa Rica","Electricity production from solid biofuels","2018","Kilowatt-hours, million","173.6636",""
"Côte d'Ivoire","Electricity - total thermal production","2018","Kilowatt-hours, million","7097",""
"Côte d'Ivoire","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","7",""
"Côte d'Ivoire","Electricity production from natural gas","2018","Kilowatt-hours, million","7026",""
"Côte d'Ivoire","Electricity production from fuel oil","2018","Kilowatt-hours, million","3",""
"Côte d'Ivoire","Electricity production from solid biofuels","2018","Kilowatt-hours, million","61",""
"Croatia","Electricity - total thermal production","2018","Kilowatt-hours, million","4435",""
"Croatia","Electricity production from biogases","2018","Kilowatt-hours, million","355",""
"Croatia","Electricity production from hard coal","2018","Kilowatt-hours, million","1439",""
"Croatia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","5",""
"Croatia","Electricity production from brown coal","2018","Kilowatt-hours, million","14",""
"Croatia","Electricity production from natural gas","2018","Kilowatt-hours, million","2245",""
"Croatia","Electricity production from other oil products","2018","Kilowatt-hours, million","24",""
"Croatia","Electricity production from fuel oil","2018","Kilowatt-hours, million","40",""
"Croatia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","313",""
"Cuba","Electricity - total thermal production","2018","Kilowatt-hours, million","20523.7",""
"Cuba","Electricity production from bagasse","2018","Kilowatt-hours, million","572.2","1"
"Cuba","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2362.5","1"
"Cuba","Electricity production from natural gas","2018","Kilowatt-hours, million","1500","1"
"Cuba","Electricity production from fuel oil","2018","Kilowatt-hours, million","16089","1"
"Cuba","Electricity production from solid biofuels","2018","Kilowatt-hours, million","572.2","1"
"Curaçao","Electricity - total thermal production","2018","Kilowatt-hours, million","613",""
"Curaçao","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","280",""
"Curaçao","Electricity production from fuel oil","2018","Kilowatt-hours, million","333",""
"Cyprus","Electricity - total thermal production","2018","Kilowatt-hours, million","4640",""
"Cyprus","Electricity production from biogases","2018","Kilowatt-hours, million","57",""
"Cyprus","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1336",""
"Cyprus","Electricity production from fuel oil","2018","Kilowatt-hours, million","3247",""
"Czechia","Electricity - total thermal production","2018","Kilowatt-hours, million","52339",""
"Czechia","Electricity production from biogases","2018","Kilowatt-hours, million","2607",""
"Czechia","Electricity production from hard coal","2018","Kilowatt-hours, million","3471",""
"Czechia","Electricity production from solid coal products","2018","Kilowatt-hours, million","11",""
"Czechia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","17",""
"Czechia","Electricity production from brown coal","2018","Kilowatt-hours, million","37720",""
"Czechia","Electricity production from manufactured gases","2018","Kilowatt-hours, million","2370",""
"Czechia","Electricity production from natural gas","2018","Kilowatt-hours, million","3750",""
"Czechia","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","81",""
"Czechia","Electricity production from other oil products","2018","Kilowatt-hours, million","72",""
"Czechia","Electricity production from fuel oil","2018","Kilowatt-hours, million","19",""
"Czechia","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","100",""
"Czechia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","2121",""
"Dem. Rep. of the Congo","Electricity - total thermal production","2018","Kilowatt-hours, million","976",""
"Dem. Rep. of the Congo","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","5",""
"Dem. Rep. of the Congo","Electricity production from natural gas","2018","Kilowatt-hours, million","2",""
"Dem. Rep. of the Congo","Electricity production from solid biofuels","2018","Kilowatt-hours, million","964","1"
"Denmark","Electricity - total thermal production","2018","Kilowatt-hours, million","15510",""
"Denmark","Electricity production from biogases","2018","Kilowatt-hours, million","620",""
"Denmark","Electricity production from hard coal","2018","Kilowatt-hours, million","6570",""
"Denmark","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","22",""
"Denmark","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","1",""
"Denmark","Electricity production from natural gas","2018","Kilowatt-hours, million","2072",""
"Denmark","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","704",""
"Denmark","Electricity production from other oil products","2018","Kilowatt-hours, million","146",""
"Denmark","Electricity production from fuel oil","2018","Kilowatt-hours, million","97",""
"Denmark","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","860",""
"Denmark","Electricity production from solid biofuels","2018","Kilowatt-hours, million","4418",""
"Djibouti","Electricity - total thermal production","2018","Kilowatt-hours, million","58","1"
"Djibouti","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","58","1"
"Dominica","Electricity - total thermal production","2018","Kilowatt-hours, million","85.324","1"
"Dominica","Electricity production from other oil products","2018","Kilowatt-hours, million","85.324","1"
"Dominican Republic","Electricity - total thermal production","2018","Kilowatt-hours, million","17143.57",""
"Dominican Republic","Electricity production from biogases","2018","Kilowatt-hours, million","15.7",""
"Dominican Republic","Electricity production from bagasse","2018","Kilowatt-hours, million","209.11",""
"Dominican Republic","Electricity production from hard coal","2018","Kilowatt-hours, million","2284.73",""
"Dominican Republic","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1585.62",""
"Dominican Republic","Electricity production from natural gas","2018","Kilowatt-hours, million","4737.28",""
"Dominican Republic","Electricity production from other oil products","2018","Kilowatt-hours, million","32.73",""
"Dominican Republic","Electricity production from fuel oil","2018","Kilowatt-hours, million","8263.49",""
"Dominican Republic","Electricity production from solid biofuels","2018","Kilowatt-hours, million","224.03",""
"Ecuador","Electricity - total thermal production","2018","Kilowatt-hours, million","8401.72",""
"Ecuador","Electricity production from biogases","2018","Kilowatt-hours, million","92.4","1"
"Ecuador","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","1305",""
"Ecuador","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1518.88888888889",""
"Ecuador","Electricity production from natural gas","2018","Kilowatt-hours, million","2098",""
"Ecuador","Electricity production from other oil products","2018","Kilowatt-hours, million","460.277778",""
"Ecuador","Electricity production from fuel oil","2018","Kilowatt-hours, million","2842.416667",""
"Ecuador","Electricity production from solid biofuels","2018","Kilowatt-hours, million","84.722222",""
"Egypt","Electricity - total thermal production","2018","Kilowatt-hours, million","187341",""
"Egypt","Electricity production from bagasse","2018","Kilowatt-hours, million","238",""
"Egypt","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1000","1"
"Egypt","Electricity production from natural gas","2018","Kilowatt-hours, million","158664","1"
"Egypt","Electricity production from fuel oil","2018","Kilowatt-hours, million","27439","1"
"Egypt","Electricity production from solid biofuels","2018","Kilowatt-hours, million","238",""
"El Salvador","Electricity - total thermal production","2018","Kilowatt-hours, million","1936.8",""
"El Salvador","Electricity production from biogases","2018","Kilowatt-hours, million","27.3",""
"El Salvador","Electricity production from bagasse","2018","Kilowatt-hours, million","709.5",""
"El Salvador","Electricity production from fuel oil","2018","Kilowatt-hours, million","1200",""
"El Salvador","Electricity production from solid biofuels","2018","Kilowatt-hours, million","709.5",""
"Equatorial Guinea","Electricity - total thermal production","2018","Kilowatt-hours, million","536.096","1"
"Equatorial Guinea","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","9","1"
"Equatorial Guinea","Electricity production from natural gas","2018","Kilowatt-hours, million","527.096","1"
"Eritrea","Electricity - total thermal production","2018","Kilowatt-hours, million","450",""
"Eritrea","Electricity production from other oil products","2018","Kilowatt-hours, million","450",""
"Estonia","Electricity - total thermal production","2018","Kilowatt-hours, million","11678",""
"Estonia","Electricity production from biogases","2018","Kilowatt-hours, million","38",""
"Estonia","Electricity production from manufactured gases","2018","Kilowatt-hours, million","706",""
"Estonia","Electricity production from natural gas","2018","Kilowatt-hours, million","58",""
"Estonia","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","97",""
"Estonia","Electricity production from oil shale","2018","Kilowatt-hours, million","9380",""
"Estonia","Electricity production from peat","2018","Kilowatt-hours, million","47",""
"Estonia","Electricity production from fuel oil","2018","Kilowatt-hours, million","83",""
"Estonia","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","46",""
"Estonia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","1223",""
"Eswatini","Electricity - total thermal production","2018","Kilowatt-hours, million","311",""
"Eswatini","Electricity production from bagasse","2018","Kilowatt-hours, million","308",""
"Eswatini","Electricity production from hard coal","2018","Kilowatt-hours, million","3",""
"Eswatini","Electricity production from solid biofuels","2018","Kilowatt-hours, million","308",""
"Ethiopia","Electricity - total thermal production","2018","Kilowatt-hours, million","41",""
"Ethiopia","Electricity production from bagasse","2018","Kilowatt-hours, million","36",""
"Ethiopia","Electricity production from other oil products","2018","Kilowatt-hours, million","5",""
